subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, exp_value1, exp_value2, exp_value3, exp_value4, reward
1, test, 7, 1 second, 9, c, a, c.png, a.png, 0.55, 0.35, 0.55, right, 2, c, a, c.png, a.png, 0.35, 0.45, 0.55, 0.65,1
1, test, 7, 1 second, 10, d, b, d.png, b.png, 0.65, 0.45, 0.45, left, 1, b, d, b.png, d.png, 0.35, 0.45, 0.55, 0.65,0,
1, test, 7, 1 second, 11, a, d, a.png, d.png, 0.65, 0.35, 0.65, right, 2, a, d, a.png, d.png, 0.35, 0.45, 0.55, 0.65,0,
1, test, 7, 1 second, 12, c, d, c.png, d.png, 0.65, 0.55, 0.55, left, 1, d, c, d.png, c.png, 0.35, 0.45, 0.55, 0.65,1
1, test, 7, 1 second, 13, b, a, b.png, a.png, 0.45, 0.35, 0.45, right, 2, b, a, b.png, a.png, 0.35, 0.45, 0.55, 0.65,0,
1, test, 7, 1 second, 14, a, b, a.png, b.png, 0.45, 0.35, 0.35, left, 1, b, a, b.png, a.png, 0.35, 0.45, 0.55, 0.65,1
1, test, 7, 1 second, 15, d, b, d.png, b.png, 0.65, 0.45, 0.65, right, 2, d, b, d.png, b.png, 0.35, 0.45, 0.55, 0.65,1
1, test, 7, 1 second, 16, a, b, a.png, b.png, 0.45, 0.35, 0.35, left, 1, b, a, b.png, a.png, 0.35, 0.45, 0.55, 0.65,1
1, test, 7, 1 second, 17, c, b, c.png, b.png, 0.55, 0.45, 0.45, left, 1, b, c, b.png, c.png, 0.35, 0.45, 0.55, 0.65,0,
1, test, 7, 1 second, 18, b, d, b.png, d.png, 0.65, 0.45, 0.45, left, 1, d, b, d.png, b.png, 0.35, 0.45, 0.55, 0.65,0,
1, test, 7, 1 second, 19, b, a, b.png, a.png, 0.45, 0.35, 0.45, right, 2, b, a, b.png, a.png, 0.35, 0.45, 0.55, 0.65,0,
1, test, 7, 1 second, 20, d, a, d.png, a.png, 0.65, 0.35, 0.35, left, 1, a, d, a.png, d.png, 0.35, 0.45, 0.55, 0.65,1
1, test, 7, 1 second, 21, b, d, b.png, d.png, 0.65, 0.45, 0.65, right, 2, b, d, b.png, d.png, 0.35, 0.45, 0.55, 0.65,1
1, test, 7, 1 second, 22, c, a, c.png, a.png, 0.55, 0.35, 0.35, left, 1, a, c, a.png, c.png, 0.35, 0.45, 0.55, 0.65,1
1, test, 7, 1 second, 23, a, b, a.png, b.png, 0.45, 0.35, 0.45, right, 2, a, b, a.png, b.png, 0.35, 0.45, 0.55, 0.65,0,
1, test, 7, 1 second, 24, d, a, d.png, a.png, 0.65, 0.35, 0.35, left, 1, a, d, a.png, d.png, 0.35, 0.45, 0.55, 0.65,0,
1, test, 7, 1 second, 25, b, d, b.png, d.png, 0.65, 0.45, 0.45, left, 1, d, b, d.png, b.png, 0.35, 0.45, 0.55, 0.65,1
1, test, 8, 7 seconds, 1, 7, 6, 7.png, 6.png, 0.55, 0.65, 0.55, right, 2, 7, 6, 7.png, 6.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 2, 5, 8, 5.png, 8.png, 0.35, 0.45, 0.45, left, 1, 8, 5, 8.png, 5.png, 0.45, 0.65, 0.55, 0.35,0,
1, test, 8, 7 seconds, 3, 6, 5, 6.png, 5.png, 0.65, 0.45, 0.45, left, 1, 5, 6, 5.png, 6.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 4, 8, 6, 8.png, 6.png, 0.35, 0.65, 0.65, left, 1, 6, 8, 6.png, 8.png, 0.45, 0.65, 0.55, 0.35,0,
1, test, 8, 7 seconds, 5, 5, 6, 5.png, 6.png, 0.65, 0.45, 0.65, right, 2, 5, 6, 5.png, 6.png, 0.45, 0.65, 0.55, 0.35,0,
1, test, 8, 7 seconds, 6, 5, 7, 5.png, 7.png, 0.55, 0.45, 0.45, left, 1, 7, 5, 7.png, 5.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 7, 5, 6, 5.png, 6.png, 0.65, 0.45, 0.45, left, 1, 6, 5, 6.png, 5.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 8, 5, 8, 5.png, 8.png, 0.35, 0.45, 0.35, right, 2, 5, 8, 5.png, 8.png, 0.45, 0.65, 0.55, 0.35,0,
1, test, 8, 7 seconds, 9, 6, 5, 6.png, 5.png, 0.65, 0.45, 0.45, left, 1, 5, 6, 5.png, 6.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 10, 7, 6, 7.png, 6.png, 0.55, 0.65, 0.55, right, 2, 7, 6, 7.png, 6.png, 0.45, 0.65, 0.55, 0.35,0,
1, test, 8, 7 seconds, 11, 7, 5, 7.png, 5.png, 0.55, 0.45, 0.55, right, 2, 7, 5, 7.png, 5.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 12, 8, 5, 8.png, 5.png, 0.35, 0.45, 0.35, right, 2, 8, 5, 8.png, 5.png, 0.45, 0.65, 0.55, 0.35,0,
1, test, 8, 7 seconds, 13, 6, 8, 6.png, 8.png, 0.35, 0.65, 0.35, right, 2, 6, 8, 6.png, 8.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 14, 7, 5, 7.png, 5.png, 0.55, 0.45, 0.45, left, 1, 5, 7, 5.png, 7.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 15, 6, 8, 6.png, 8.png, 0.35, 0.65, 0.35, right, 2, 6, 8, 6.png, 8.png, 0.45, 0.65, 0.55, 0.35,0,
1, test, 8, 7 seconds, 16, 7, 5, 7.png, 5.png, 0.55, 0.45, 0.45, left, 1, 5, 7, 5.png, 7.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 17, 8, 5, 8.png, 5.png, 0.35, 0.45, 0.45, left, 1, 5, 8, 5.png, 8.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 18, 5, 6, 5.png, 6.png, 0.65, 0.45, 0.65, right, 2, 5, 6, 5.png, 6.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 19, 7, 6, 7.png, 6.png, 0.55, 0.65, 0.65, left, 1, 6, 7, 6.png, 7.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 20, 5, 8, 5.png, 8.png, 0.35, 0.45, 0.35, right, 2, 5, 8, 5.png, 8.png, 0.45, 0.65, 0.55, 0.35,0,
1, test, 8, 7 seconds, 21, 8, 5, 8.png, 5.png, 0.35, 0.45, 0.35, right, 2, 8, 5, 8.png, 5.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 22, 5, 7, 5.png, 7.png, 0.55, 0.45, 0.45, left, 1, 7, 5, 7.png, 5.png, 0.45, 0.65, 0.55, 0.35,0,
1, test, 8, 7 seconds, 23, 5, 6, 5.png, 6.png, 0.65, 0.45, 0.65, right, 2, 5, 6, 5.png, 6.png, 0.45, 0.65, 0.55, 0.35,1
1, test, 8, 7 seconds, 24, 7, 6, 7.png, 6.png, 0.55, 0.65, 0.65, left, 1, 6, 7, 6.png, 7.png, 0.45, 0.65, 0.55, 0.35,0,
1, test, 8, 7 seconds, 25, 7, 8, 7.png, 8.png, 0.35, 0.55, 0.35, right, 2, 7, 8, 7.png, 8.png, 0.45, 0.65, 0.55, 0.35,0,
